step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,marginPoolBalance,stepMarginPoolInflow,stepMarginPoolOutflow,marginPoolInflow,marginPoolOutflow,stepMakerFeesCollected,stepTakerFeesCollected,makerFeeBpsEffective,takerFeeBpsEffective,stepProtocolLiquidationIncome,protocolLiquidationIncome,stepInsuranceFundInflow,stepFundingFeesTransferred,liquidationRemainingMarginAvg,liquidationRemainingMarginMin,liquidationRemainingMarginMax,liquidationRemainingMarginPctAvg,liquidationRemainingMarginPctMin,liquidationRemainingMarginPctMax,isInsolvent
729,2700.32,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,65.05,39.00,26.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
730,2670.41,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,110.79,66.00,44.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
731,2694.94,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,91.88,55.00,36.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
732,2710.42,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,57.43,34.00,22.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
733,2695.38,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,55.50,33.00,22.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
734,2705.27,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,36.71,22.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
735,2736.90,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,116.92,70.00,46.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
736,2728.19,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,31.84,19.00,12.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
737,2754.86,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,97.76,58.00,39.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
738,2767.46,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,45.75,27.00,18.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
739,2750.71,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,60.52,36.00,24.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
740,2774.77,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,87.46,52.00,34.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
741,2792.03,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,62.20,37.00,24.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
742,2800.03,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,28.64,17.00,11.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
743,2782.59,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,62.28,37.00,24.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
744,2787.05,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,16.04,9.00,6.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
745,2817.19,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,108.15,64.00,43.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
746,2806.14,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,39.22,23.00,15.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
747,2782.91,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,82.81,49.00,33.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
748,2812.57,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,106.60,63.00,42.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
749,2791.40,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,75.28,45.00,30.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
750,2768.45,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,82.20,49.00,32.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
751,2772.49,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,14.58,8.00,5.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
752,2762.67,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,35.42,21.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
753,2782.02,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,70.04,42.00,28.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
754,2783.95,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,6.95,4.00,2.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
755,2763.69,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,72.78,43.00,29.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
756,2780.62,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,61.27,36.00,24.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
757,2763.80,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,60.49,36.00,24.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
758,2741.17,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,81.89,49.00,32.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
759,2772.30,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,113.57,68.00,45.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
760,2782.05,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,35.19,21.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
761,2798.23,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,58.14,34.00,23.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
762,2766.29,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,114.15,68.00,45.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
763,2762.30,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,14.42,8.00,5.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
764,2780.27,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,65.07,39.00,26.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
765,2773.46,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,24.50,14.00,9.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
766,2783.38,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,35.77,21.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
767,2804.90,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,77.30,46.00,30.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
768,2806.93,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,7.25,4.00,2.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
769,2816.55,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,34.28,20.00,13.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
770,2787.96,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,101.51,60.00,40.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
771,2813.25,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,90.72,54.00,36.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
772,2814.32,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,3.80,2.00,1.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
773,2830.47,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,57.39,34.00,22.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
774,2832.61,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,7.53,4.00,3.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
775,2819.80,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,45.22,27.00,18.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
776,2846.42,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,94.41,56.00,37.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
777,2857.04,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,37.30,22.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
778,2878.04,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,73.53,44.00,29.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
779,2888.74,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,37.19,22.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
780,2861.66,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,93.75,56.00,37.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
781,2838.53,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,80.84,48.00,32.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
782,2828.86,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,34.07,20.00,13.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
783,2856.73,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,98.53,59.00,39.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
784,2843.14,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,47.59,28.00,19.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
785,2818.20,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,87.72,52.00,35.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
786,2832.85,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,52.01,31.00,20.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
787,2808.10,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,87.39,52.00,34.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
788,2833.17,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,89.29,53.00,35.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
789,2802.97,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,106.61,63.00,42.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
790,2781.99,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,74.83,44.00,29.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
791,2785.43,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,12.35,7.00,4.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
792,2797.03,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,41.63,24.00,16.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
793,2825.98,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,103.52,62.00,41.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
794,2811.39,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,51.63,30.00,20.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
