step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
218,2031.86,114229.0,35365.663,-61.983,22021.629,27.153,2445.132,3.798,0.0,0.0,2445.132,3.798,32530.079067,-62.155462,11422.9,118.5,21107.179067,-180.655462,0.0,0.0,2835.583933,815.044,1630.088,0.000631,22021.629,0.0,22021.629,1,1,25167.576,47189.205,2320096.736575,0,1,14,0,6,2,4,16.667,10.40,1.946,2.39,1.00,0.00,0
219,2028.40,117207.0,35323.5505,-42.1125,22039.353,17.724,2449.2645,4.1325,0.0,0.0,2449.2645,4.1325,32483.653019,-46.426048,11720.7,297.8,20762.953019,-344.226048,0.0,0.0,2839.897481,816.4215,1632.843,0.000631,22039.353,0.0,22039.353,1,1,25187.832,47227.185,2322435.869957,0,2,15,0,6,4,2,16.667,10.37,1.822,17.04,10.00,6.00,0
220,2032.01,124620.0,35234.7205,-88.83,22076.362,37.009,2458.7895,9.525,0.0,0.0,2458.7895,9.525,32389.750789,-93.90223,12462.0,741.3,19927.750789,-835.20223,0.0,0.0,2844.969711,819.5965,1639.193,0.000631,22076.362,0.0,22076.362,3,3,25230.128,47306.49,2328381.278355,0,2,15,0,6,4,2,50.000,10.39,1.925,17.77,10.00,7.00,0
221,2029.84,118270.0,35139.4705,-95.25,22120.812,44.45,2458.7895,0.0,0.0,0.0,2458.7895,0.0,32287.736446,-102.014343,11827.0,-635.0,20460.736446,532.985657,0.0,0.0,2851.734054,819.5965,1639.193,0.000631,22120.812,0.0,22120.812,2,2,25280.928,47401.74,2332500.742719,0,0,15,0,6,0,6,33.333,10.39,1.776,10.65,6.00,4.00,0
222,2028.75,124490.0,35134.8055,-4.665,22120.812,0.0,2463.4545,4.665,0.0,0.0,2463.4545,4.665,32283.071446,-4.665,12449.0,622.0,19834.071446,-626.665,0.0,0.0,2851.734054,821.1515,1642.303,0.000631,22120.812,0.0,22120.812,0,0,25280.928,47401.74,2332500.742719,0,1,15,0,6,2,4,0.000,10.39,1.724,5.39,3.00,2.00,0
223,2025.74,130903.0,35037.622,-97.1835,22161.867,41.055,2472.663,9.2085,0.0,0.0,2472.663,9.2085,32177.668161,-105.403285,13090.3,641.3,19087.368161,-746.703285,0.0,0.0,2859.953839,824.221,1648.442,0.000631,22161.867,0.0,22161.867,3,3,25327.848,47489.715,2337336.690595,0,2,16,0,6,4,2,50.000,10.40,1.525,14.81,8.00,5.00,0
224,2025.25,124764.0,34945.537,-92.085,22204.84,42.973,2472.663,0.0,0.0,0.0,2472.663,0.0,32084.078201,-93.58996,12476.4,-613.9,19607.678201,520.31004,0.0,0.0,2861.458799,824.221,1648.442,0.000631,22204.84,0.0,22204.84,2,2,25376.96,47581.8,2342015.748912,0,0,16,0,6,0,6,33.333,10.40,1.406,2.45,1.00,0.00,0
225,2021.54,122411.0,34800.8425,-144.6945,22269.933,65.093,2477.8725,5.2095,0.0,0.0,2477.8725,5.2095,31925.243085,-158.835116,12241.1,-235.3,19684.143085,76.464884,0.0,0.0,2875.599415,825.9575,1651.915,0.000631,22269.933,0.0,22269.933,4,4,25451.352,47721.285,2350226.727731,0,1,17,0,6,2,4,66.667,10.40,1.213,18.28,10.00,7.00,0
226,2023.49,133774.0,34737.6205,-63.222,22294.244,24.311,2488.9995,11.127,0.0,0.0,2488.9995,11.127,31858.682306,-66.560779,13377.4,1136.3,18481.282306,-1202.860779,0.0,0.0,2878.938194,829.6665,1659.333,0.000631,22294.244,0.0,22294.244,1,1,25479.136,47773.38,2352266.423991,0,2,17,0,6,4,2,16.667,10.36,1.257,9.61,5.00,3.00,0
227,2019.61,123742.0,34485.7105,-251.91,22409.548,115.304,2493.8295,4.83,0.0,0.0,2493.8295,4.83,31588.327691,-270.354615,12374.2,-1003.2,19214.127691,732.845385,0.0,0.0,2897.382809,831.2765,1662.553,0.000641,22409.548,0.0,22409.548,5,5,25610.912,48020.46,2359698.579211,0,2,16,0,6,4,2,83.333,10.41,0.980,19.18,11.00,7.00,0
228,2016.43,118726.0,34252.4035,-233.307,22514.912,105.364,2501.3565,7.527,0.0,0.0,2501.3565,7.527,31334.954123,-253.373568,11872.6,-501.6,19462.354123,248.226432,0.0,0.0,2917.449377,833.7855,1667.571,0.000641,22514.912,0.0,22514.912,6,6,25731.328,48246.24,2370686.15764,0,2,14,0,6,4,2,100.000,10.41,0.759,15.71,9.00,6.00,0
229,2016.22,116570.0,34174.987,-77.4165,22550.038,35.126,2503.503,2.1465,0.0,0.0,2503.503,2.1465,31257.006755,-77.947368,11657.0,-215.6,19600.006755,137.652632,0.0,0.0,2917.980245,834.501,1669.002,0.000641,22550.038,0.0,22550.038,2,2,25771.472,48321.51,2374421.436113,0,1,15,0,6,2,4,33.333,10.40,0.691,1.06,0.00,0.00,0
230,2018.55,110121.0,34078.252,-96.735,22595.181,45.143,2503.503,0.0,0.0,0.0,2503.503,0.0,31153.36108,-103.645675,11012.1,-644.9,20141.26108,541.254325,0.0,0.0,2924.89092,834.501,1669.002,0.000641,22595.181,0.0,22595.181,3,3,25823.064,48418.245,2380948.850734,0,0,14,0,6,0,6,50.000,10.40,0.762,11.54,6.00,4.00,0
231,2020.75,116205.0,34022.974,-55.278,22617.721,22.54,2510.481,6.978,0.0,0.0,2510.481,6.978,31096.252038,-57.109042,11620.5,608.4,19475.752038,-665.509042,0.0,0.0,2926.721962,836.827,1673.654,0.000641,22617.721,0.0,22617.721,2,2,25848.824,48466.545,2385270.606166,0,2,15,0,6,4,2,33.333,10.36,0.818,10.93,6.00,4.00,0
232,2022.17,125257.0,33942.916,-80.058,22650.285,32.564,2520.759,10.278,0.0,0.0,2520.759,10.278,31012.926902,-83.325136,12525.7,905.2,18487.226902,-988.525136,0.0,0.0,2929.989098,840.253,1680.506,0.000641,22650.285,0.0,22650.285,2,2,25886.04,48536.325,2388266.570888,0,3,16,0,6,6,0,33.333,10.38,0.894,7.02,4.00,2.00,0
233,2019.82,117127.0,33767.8255,-175.0905,22730.813,80.528,2523.2895,2.5305,0.0,0.0,2523.2895,2.5305,30827.736886,-185.190016,11712.7,-813.0,19115.036886,627.809984,0.0,0.0,2940.088614,841.0965,1682.193,0.000641,22730.813,0.0,22730.813,5,5,25978.072,48708.885,2397339.149239,0,1,15,0,6,2,4,83.333,10.40,0.727,11.62,6.00,4.00,0
234,2018.91,131718.0,33730.312,-37.5135,22742.622,11.809,2535.498,12.2085,0.0,0.0,2535.498,12.2085,30789.457222,-38.279664,13171.8,1459.1,17617.657222,-1497.379664,0.0,0.0,2940.854778,845.166,1690.332,0.000641,22742.622,0.0,22742.622,1,1,25991.568,48734.19,2398015.161743,0,1,15,0,6,2,4,16.667,10.38,0.734,4.54,2.00,1.00,0
235,2016.55,133407.0,33600.856,-129.456,22799.595,56.973,2542.869,7.371,0.0,0.0,2542.869,7.371,30650.488811,-138.968411,13340.7,168.9,17309.788811,-307.868411,0.0,0.0,2950.367189,847.623,1695.246,0.000641,22799.595,0.0,22799.595,1,1,26056.68,48856.275,2399958.176114,0,2,16,0,6,4,2,16.667,10.36,0.650,11.69,7.00,4.00,0
236,2018.82,135943.0,33521.5585,-79.2975,22833.993,34.398,2548.4565,5.5875,0.0,0.0,2548.4565,5.5875,30565.662414,-84.826397,13594.3,253.6,16971.362414,-338.426397,0.0,0.0,2955.896086,849.4855,1698.971,0.000641,22833.993,0.0,22833.993,2,2,26095.992,48929.985,2403915.70801,0,1,16,0,6,2,4,33.333,10.35,0.706,11.25,6.00,4.00,0
237,2020.19,122392.0,33318.2935,-203.265,22928.85,94.857,2548.4565,0.0,0.0,0.0,2548.4565,0.0,30354.387117,-211.275297,12239.2,-1355.1,18115.187117,1143.824703,0.0,0.0,2963.906383,849.4855,1698.971,0.000641,22928.85,0.0,22928.85,3,3,26204.4,49133.25,2409084.491487,0,0,15,0,6,0,6,50.000,10.35,0.851,6.80,4.00,2.00,0
238,2017.00,128721.0,33254.878,-63.4155,22954.925,26.075,2555.997,7.5405,0.0,0.0,2555.997,7.5405,30287.615858,-66.771259,12872.1,632.9,17415.515858,-699.671259,0.0,0.0,2967.262142,851.999,1703.998,0.000641,22954.925,0.0,22954.925,1,1,26234.2,49189.125,2411060.325584,0,2,16,0,6,4,2,16.667,10.35,0.809,15.80,9.00,6.00,0
239,2019.81,127984.0,33176.2555,-78.6225,22990.114,35.189,2559.2145,3.2175,0.0,0.0,2559.2145,3.2175,30201.974115,-85.641743,12798.4,-73.7,17403.574115,-11.941743,0.0,0.0,2974.281385,853.0715,1706.143,0.000651,22990.114,0.0,22990.114,2,2,26274.416,49264.53,2415109.542233,0,1,16,0,6,2,4,33.333,10.35,0.875,13.96,8.00,5.00,0
240,2019.44,130995.0,33140.2135,-36.042,23005.129,15.015,2563.0815,3.867,0.0,0.0,2563.0815,3.867,30165.540595,-36.43352,13099.5,301.1,17066.040595,-337.53352,0.0,0.0,2974.672905,854.3605,1708.721,0.000651,23005.129,0.0,23005.129,1,1,26291.576,49296.705,2417076.312518,0,1,16,0,6,2,4,16.667,10.34,0.849,1.83,1.00,0.00,0
241,2019.96,129402.0,33067.021,-73.1925,23038.19,33.061,2565.429,2.3475,0.0,0.0,2565.429,2.3475,30091.545012,-73.995583,12940.2,-159.3,17151.345012,85.304417,0.0,0.0,2975.475988,855.143,1710.286,0.000651,23038.19,0.0,23038.19,2,2,26329.36,49367.55,2420799.139257,0,1,16,0,6,2,4,33.333,10.32,0.912,2.53,1.00,1.00,0
242,2021.13,134321.0,33038.683,-28.338,23049.145,10.955,2570.292,4.863,0.0,0.0,2570.292,4.863,30062.300517,-29.244495,13432.1,491.9,16630.200517,-521.144495,0.0,0.0,2976.382483,856.764,1713.528,0.000651,23049.145,0.0,23049.145,1,1,26341.88,49391.025,2422788.951139,0,3,16,0,6,6,0,16.667,10.31,0.937,5.79,3.00,2.00,0
243,2022.17,146859.0,32978.218,-60.465,23071.839,22.694,2582.127,11.835,0.0,0.0,2582.127,11.835,30000.162788,-62.137729,14685.9,1253.8,15314.262788,-1315.937729,0.0,0.0,2978.055212,860.709,1721.418,0.000651,23071.839,0.0,23071.839,3,3,26367.816,49439.655,2429524.966856,0,3,16,0,6,6,0,50.000,10.31,0.984,5.16,3.00,2.00,0
244,2021.95,145263.0,32855.1475,-123.0705,23127.069,55.23,2586.8475,4.7205,0.0,0.0,2586.8475,4.7205,29876.253213,-123.909575,14526.3,-159.6,15349.953213,35.690425,0.0,0.0,2978.894287,862.2825,1724.565,0.000651,23127.069,0.0,23127.069,3,3,26430.936,49558.005,2435256.90649,0,1,16,0,6,2,4,50.000,10.30,0.883,1.06,0.00,0.00,0
245,2024.87,129696.0,32468.2375,-386.91,23304.218,177.149,2594.1525,7.305,0.0,0.0,2594.1525,7.305,29460.008057,-416.245156,12969.6,-1556.7,16490.408057,1140.454844,0.0,0.0,3008.229443,864.7175,1729.435,0.000651,23304.218,0.0,23304.218,9,9,26633.392,49937.61,2452400.317984,0,1,16,0,6,2,4,150.000,10.28,1.287,14.44,8.00,5.00,0
246,2027.77,126585.0,32297.179,-171.0585,23381.281,77.063,2600.076,5.9235,0.0,0.0,2600.076,5.9235,29275.836869,-184.171188,12658.5,-311.1,16617.336869,126.928812,0.0,0.0,3021.342131,866.692,1733.384,0.000651,23381.281,0.0,23381.281,3,3,26721.464,50102.745,2458253.979253,0,1,16,0,6,2,4,50.000,10.31,1.549,14.31,8.00,5.00,0
247,2029.23,134530.0,32180.041,-117.138,23430.694,49.413,2611.329,11.253,0.0,0.0,2611.329,11.253,29155.124826,-120.712043,13453.0,794.5,15702.124826,-915.212043,0.0,0.0,3024.916174,870.443,1740.886,0.000651,23430.694,0.0,23430.694,2,2,26777.936,50208.63,2460307.954905,0,3,15,0,6,6,0,33.333,10.35,1.685,7.19,4.00,2.00,0
248,2031.50,137494.0,32059.6615,-120.3795,23483.208,52.514,2619.1785,7.8495,0.0,0.0,2619.1785,7.8495,29026.349052,-128.775774,13749.4,296.4,15276.949052,-425.175774,0.0,0.0,3033.312448,873.0595,1746.119,0.000651,23483.208,0.0,23483.208,3,3,26837.952,50321.16,2465408.461081,0,3,15,0,6,6,0,50.000,10.38,1.875,11.19,6.00,4.00,0
249,2030.16,139633.0,31975.6375,-84.024,23519.839,36.631,2624.7075,5.529,0.0,0.0,2624.7075,5.529,28938.887902,-87.46115,13963.3,213.9,14975.587902,-301.36115,0.0,0.0,3036.749598,874.9025,1749.805,0.000651,23519.839,0.0,23519.839,3,3,26879.816,50399.655,2471536.556587,0,2,15,0,6,4,2,50.000,10.38,1.710,6.57,3.00,2.00,0
250,2028.22,136177.0,31802.0185,-173.619,23598.155,78.316,2630.5065,5.799,0.0,0.0,2630.5065,5.799,28758.018162,-180.86974,13617.7,-345.6,15140.318162,164.73026,0.0,0.0,3044.000338,876.8355,1753.671,0.000651,23598.155,0.0,23598.155,5,5,26969.32,50567.475,2481368.510406,0,1,16,0,6,2,4,83.333,10.36,1.459,9.57,5.00,3.00,0
251,2025.99,138662.0,31677.0685,-124.95,23652.86,54.705,2638.2315,7.725,0.0,0.0,2638.2315,7.725,28625.353221,-132.664941,13866.2,248.5,14759.153221,-381.164941,0.0,0.0,3051.715279,879.4105,1758.821,0.000668,23652.86,0.0,23652.86,2,2,27031.84,50684.7,2484238.669266,0,2,15,0,6,4,2,33.333,10.36,1.291,10.99,6.00,4.00,0
252,2026.04,133854.0,31599.562,-77.5065,23688.91,36.05,2638.488,0.2565,0.0,0.0,2638.488,0.2565,28547.727068,-77.626153,13385.4,-480.8,15162.327068,403.173847,0.0,0.0,3051.834932,879.496,1758.992,0.000668,23688.91,0.0,23688.91,2,2,27073.04,50761.95,2487751.523866,0,1,15,0,6,2,4,33.333,10.38,1.409,0.23,0.00,0.00,0
253,2022.86,126497.0,31444.5715,-154.9905,23760.247,71.337,2640.6135,2.1255,0.0,0.0,2640.6135,2.1255,28379.67721,-168.049858,12649.7,-735.7,15729.97721,567.650142,0.0,0.0,3064.89429,880.2045,1760.409,0.000668,23760.247,0.0,23760.247,4,4,27154.568,50914.815,2495293.480387,0,2,15,0,6,4,2,66.667,10.40,1.220,15.68,9.00,6.00,0
254,2020.53,133979.0,31316.0155,-128.556,23814.889,54.642,2652.0795,11.466,0.0,0.0,2652.0795,11.466,28246.332182,-133.345028,13397.9,748.2,14848.432182,-881.545028,0.0,0.0,3069.683318,884.0265,1768.053,0.000668,23814.889,0.0,23814.889,6,6,27217.016,51031.905,2505134.934916,0,3,16,0,6,6,0,100.000,10.39,1.073,11.51,6.00,4.00,0
255,2022.57,126335.0,31201.3555,-114.66,23868.397,53.508,2652.0795,0.0,0.0,0.0,2652.0795,0.0,28123.957347,-122.374835,12633.5,-764.4,15490.457347,642.025165,0.0,0.0,3077.398153,884.0265,1768.053,0.000668,23868.397,0.0,23868.397,3,3,27278.168,51146.565,2509700.741005,0,0,15,0,6,0,6,50.000,10.39,1.218,10.09,6.00,4.00,0
256,2019.04,123522.0,31017.82,-183.5355,23950.906,82.509,2658.81,6.7305,0.0,0.0,2658.81,6.7305,27933.55431,-190.403037,12352.2,-281.3,15581.35431,90.896963,0.0,0.0,3084.26569,886.27,1772.54,0.000668,23950.906,0.0,23950.906,5,5,27372.464,51323.37,2519511.203869,0,1,14,0,6,2,4,83.333,10.41,1.010,17.46,10.00,6.00,0
257,2022.52,128559.0,30943.372,-74.448,23982.315,31.409,2665.953,7.143,0.0,0.0,2665.953,7.143,27851.373013,-82.181297,12855.9,503.7,14995.473013,-585.881297,0.0,0.0,3091.998987,888.651,1777.302,0.000668,23982.315,0.0,23982.315,1,1,27408.36,51390.675,2521142.093434,0,1,14,0,6,2,4,16.667,10.42,1.083,17.23,10.00,6.00,0
258,2024.24,130994.0,30844.2265,-99.1455,24025.568,43.253,2672.4135,6.4605,0.0,0.0,2672.4135,6.4605,27747.203313,-104.1697,13099.4,243.5,14647.803313,-347.6697,0.0,0.0,3097.023187,890.8045,1781.609,0.000668,24025.568,0.0,24025.568,3,3,27457.792,51483.36,2526572.033257,0,1,15,0,6,2,4,50.000,10.44,1.188,8.52,5.00,3.00,0
259,2021.15,128193.0,30703.4905,-140.736,24089.051,63.483,2677.1145,4.701,0.0,0.0,2677.1145,4.701,27596.636043,-150.56727,12819.3,-280.1,14777.336043,129.53273,0.0,0.0,3106.854457,892.3715,1784.743,0.000668,24089.051,0.0,24089.051,2,2,27530.344,51619.395,2530105.854941,0,1,16,0,6,2,4,33.333,10.44,1.035,15.31,9.00,6.00,0
260,2017.83,130096.0,30582.0325,-121.458,24142.398,53.347,2684.2575,7.143,0.0,0.0,2684.2575,7.143,27467.345847,-129.290196,13009.6,190.3,14457.745847,-319.590196,0.0,0.0,3114.686653,894.7525,1789.505,0.000668,24142.398,0.0,24142.398,2,2,27591.312,51733.71,2532493.980882,0,2,15,0,6,4,2,33.333,10.44,0.920,16.40,9.00,6.00,0
261,2021.38,126876.0,30460.0855,-121.947,24197.67,55.272,2687.7645,3.507,0.0,0.0,2687.7645,3.507,27336.655044,-130.690803,12687.6,-322.0,14649.055044,191.309197,0.0,0.0,3123.430456,895.9215,1791.843,0.000668,24197.67,0.0,24197.67,3,3,27654.48,51852.15,2536653.090527,0,1,15,0,6,2,4,50.000,10.43,1.040,17.60,10.00,7.00,0
262,2022.35,141308.0,30412.438,-47.6475,24214.036,16.366,2700.342,12.5775,0.0,0.0,2700.342,12.5775,27287.882777,-48.772267,14130.8,1443.2,13157.082777,-1491.972267,0.0,0.0,3124.555223,900.114,1800.228,0.000668,24214.036,0.0,24214.036,1,1,27673.184,51887.22,2538510.44656,0,3,15,0,6,6,0,16.667,10.39,1.071,4.81,2.00,1.00,0
263,2024.35,136440.0,30216.19,-196.248,24302.88,88.844,2706.21,5.868,0.0,0.0,2706.21,5.868,27083.122079,-204.760698,13644.0,-486.8,13439.122079,282.039302,0.0,0.0,3133.067921,902.07,1804.14,0.000671,24302.88,0.0,24302.88,4,4,27774.72,52077.6,2545632.536681,0,2,14,0,6,4,2,66.667,10.36,1.294,9.88,5.00,3.00,0
264,2024.19,134636.0,30155.929,-60.261,24330.264,27.384,2707.791,1.581,0.0,0.0,2707.791,1.581,27022.553395,-60.568684,13463.6,-180.4,13558.953395,119.831316,0.0,0.0,3133.375605,902.597,1805.194,0.000671,24330.264,0.0,24330.264,2,2,27806.016,52136.28,2548883.388358,0,2,14,0,6,4,2,33.333,10.37,1.225,0.79,0.00,0.00,0
265,2026.24,137109.0,30073.1665,-82.7625,24366.223,35.959,2713.4985,5.7075,0.0,0.0,2713.4985,5.7075,26935.048119,-87.505276,13710.9,247.3,13224.148119,-334.805276,0.0,0.0,3138.118381,904.4995,1808.999,0.000671,24366.223,0.0,24366.223,5,5,27847.112,52213.335,2558391.587895,0,1,14,0,6,2,4,83.333,10.38,1.316,10.14,6.00,4.00,0
266,2023.33,149330.0,29987.4715,-85.695,24400.236,34.013,2726.3085,12.81,0.0,0.0,2726.3085,12.81,26843.442367,-91.605752,14933.0,1222.1,11910.442367,-1313.705752,0.0,0.0,3144.029133,908.7695,1817.539,0.000671,24400.236,0.0,24400.236,3,3,27885.984,52286.22,2563213.30739,0,3,15,0,6,6,0,50.000,10.39,1.205,14.36,8.00,5.00,0
267,2027.07,145017.0,29796.2725,-191.199,24486.651,86.415,2732.3325,6.024,0.0,0.0,2732.3325,6.024,26634.937309,-208.505058,14501.7,-431.3,12133.237309,222.794942,0.0,0.0,3161.335191,910.7775,1821.555,0.000671,24486.651,0.0,24486.651,4,4,27984.744,52471.395,2568377.455825,0,1,14,0,6,2,4,66.667,10.38,1.441,18.45,11.00,7.00,0
268,2023.77,144025.0,29733.7645,-62.508,24514.763,28.112,2734.6005,2.268,0.0,0.0,2734.6005,2.268,26565.903704,-69.033605,14402.5,-99.2,12163.403704,30.166395,0.0,0.0,3167.860796,911.5335,1823.067,0.000671,24514.763,0.0,24514.763,1,1,28016.872,52531.635,2569795.784708,0,1,14,0,6,2,4,16.667,10.37,1.365,16.25,9.00,6.00,0
269,2027.35,138497.0,29650.8445,-82.92,24553.459,38.696,2734.6005,0.0,0.0,0.0,2734.6005,0.0,26479.759943,-86.143761,13849.7,-552.8,12630.059943,466.656239,0.0,0.0,3171.084557,911.5335,1823.067,0.000671,24553.459,0.0,24553.459,2,2,28061.096,52614.555,2573262.07235,0,0,14,0,6,0,6,33.333,10.37,1.501,17.66,10.00,7.00,0
270,2030.50,133141.0,29535.9175,-114.927,24606.323,52.864,2736.2475,1.647,0.0,0.0,2736.2475,1.647,26359.863882,-119.896061,13314.1,-535.6,13045.763882,415.703939,0.0,0.0,3176.053618,912.0825,1824.165,0.000671,24606.323,0.0,24606.323,3,3,28121.512,52727.835,2578442.083754,0,1,14,0,6,2,4,50.000,10.37,1.721,15.57,9.00,6.00,0
271,2033.99,112675.0,29206.153,-329.7645,24759.707,153.384,2737.332,1.0845,0.0,0.0,2737.332,1.0845,26012.005973,-347.857909,11267.5,-2046.6,14744.505973,1698.742091,0.0,0.0,3194.147027,912.444,1824.888,0.000671,24759.707,0.0,24759.707,8,8,28296.808,53056.515,2592972.373871,0,1,13,0,6,2,4,133.333,10.38,3.062,17.18,10.00,6.00,0
272,2032.38,122372.0,29187.493,-18.66,24764.768,5.061,2745.147,7.815,0.0,0.0,2745.147,7.815,25992.773384,-19.232589,12237.2,969.7,13755.573384,-988.932589,0.0,0.0,3194.719616,915.049,1830.098,0.000671,24764.768,0.0,24764.768,1,1,28302.592,53067.36,2594101.861333,0,2,14,0,6,4,2,16.667,10.40,2.714,7.92,4.00,3.00,0
273,2029.42,124202.0,29086.7695,-100.7235,24808.924,44.156,2751.2505,6.1035,0.0,0.0,2751.2505,6.1035,25883.885014,-108.88837,12420.2,183.0,13463.685014,-291.88837,0.0,0.0,3202.884486,917.0835,1834.167,0.000671,24808.924,0.0,24808.924,3,3,28353.056,53161.98,2599417.569133,0,1,14,0,6,2,4,50.000,10.42,2.355,14.55,8.00,5.00,0
274,2032.00,133461.0,29015.7385,-71.031,24837.407,28.483,2761.2465,9.996,0.0,0.0,2761.2465,9.996,25807.682254,-76.20276,13346.1,925.9,12461.582254,-1002.10276,0.0,0.0,3208.056246,920.4155,1840.831,0.000671,24837.407,0.0,24837.407,1,1,28385.608,53223.015,2601450.707312,0,2,15,0,6,4,2,16.667,10.40,2.369,12.71,7.00,5.00,0
275,2034.73,120864.0,28826.7835,-188.955,24925.586,88.179,2761.2465,0.0,0.0,0.0,2761.2465,0.0,25603.477622,-204.204632,12086.4,-1259.7,13517.077622,1055.495368,0.0,0.0,3223.305878,920.4155,1840.831,0.000711,24925.586,0.0,24925.586,5,5,28486.384,53411.97,2608691.415094,0,0,14,0,6,0,6,83.333,10.40,3.474,13.44,8.00,5.00,0
276,2032.05,126692.0,28822.4125,-4.371,24925.586,0.0,2765.6175,4.371,0.0,0.0,2765.6175,4.371,25599.106622,-4.371,12669.2,582.8,12929.906622,-587.171,0.0,0.0,3223.305878,921.8725,1843.745,0.000711,24925.586,0.0,24925.586,0,0,28486.384,53411.97,2608691.415094,0,3,16,0,6,6,0,0.000,10.42,3.233,13.21,7.00,5.00,0
277,2035.37,129614.0,28774.3255,-48.087,24945.984,20.398,2769.9945,4.377,0.0,0.0,2769.9945,4.377,25546.260453,-52.846169,12961.4,292.2,12584.860453,-345.046169,0.0,0.0,3228.065047,923.3315,1846.663,0.000711,24945.984,0.0,24945.984,3,3,28509.696,53455.68,2613679.257708,0,2,16,0,6,4,2,50.000,10.42,3.330,16.33,9.00,6.00,0
278,2031.56,121222.0,28583.8075,-190.518,25033.456,87.472,2773.0725,3.078,0.0,0.0,2773.0725,3.078,25348.12426,-198.136193,12122.2,-839.2,13225.92426,641.063807,0.0,0.0,3235.68324,924.3575,1848.715,0.000711,25033.456,0.0,25033.456,7,7,28609.664,53643.12,2624173.465981,0,1,14,0,6,2,4,116.667,10.47,2.790,18.70,11.00,7.00,0
279,2032.84,121310.0,28551.4225,-32.385,25047.82,14.364,2774.6775,1.605,0.0,0.0,2774.6775,1.605,25314.446944,-33.677316,12131.0,8.8,13183.446944,-42.477316,0.0,0.0,3236.975556,924.8925,1849.785,0.000711,25047.82,0.0,25047.82,1,1,28626.08,53673.9,2625733.104309,0,1,15,0,6,2,4,16.667,10.45,2.913,6.30,3.00,2.00,0
280,2036.12,127222.0,28484.1775,-67.245,25075.736,27.916,2782.1025,7.425,0.0,0.0,2782.1025,7.425,25244.39789,-70.049054,12722.2,591.2,12522.19789,-661.249054,0.0,0.0,3239.77961,927.3675,1854.735,0.000711,25075.736,0.0,25075.736,3,3,28657.984,53733.72,2630747.016568,0,1,15,0,6,2,4,50.000,10.44,2.980,16.13,9.00,6.00,0
281,2035.00,125798.0,28407.283,-76.8945,25110.386,34.65,2784.747,2.6445,0.0,0.0,2784.747,2.6445,25164.776254,-79.621636,12579.8,-142.4,12584.976254,62.778364,0.0,0.0,3242.506746,928.249,1856.498,0.000711,25110.386,0.0,25110.386,1,1,28697.584,53807.97,2632006.477352,0,1,15,0,6,2,4,16.667,10.43,2.730,5.51,3.00,2.00,0
282,2035.08,124035.0,28380.838,-26.445,25122.727,12.341,2784.747,0.0,0.0,0.0,2784.747,0.0,25138.260056,-26.516198,12403.5,-176.3,12734.760056,149.783802,0.0,0.0,3242.577944,928.249,1856.498,0.000711,25122.727,0.0,25122.727,1,1,28711.688,53834.415,2633922.072229,0,0,15,0,6,0,6,16.667,10.43,2.880,0.40,0.00,0.00,0
283,2035.66,127621.0,28378.1485,-2.6895,25122.727,0.0,2787.4365,2.6895,0.0,0.0,2787.4365,2.6895,25135.570556,-2.6895,12762.1,358.6,12373.470556,-361.2895,0.0,0.0,3242.577944,929.1455,1858.291,0.000711,25122.727,0.0,25122.727,0,0,28711.688,53834.415,2633922.072229,0,2,15,0,6,4,2,0.000,10.42,2.780,2.88,1.00,1.00,0
284,2033.56,146437.0,28308.0295,-70.119,25147.619,24.892,2804.2155,16.779,0.0,0.0,2804.2155,16.779,25062.346459,-73.224097,14643.7,1881.6,10418.646459,-1954.824097,0.0,0.0,3245.683041,934.7385,1869.477,0.000711,25147.619,0.0,25147.619,3,3,28740.136,53887.755,2638823.86625,0,2,16,0,6,4,2,50.000,10.39,2.258,10.36,6.00,4.00,0
285,2031.86,140365.0,28119.5515,-188.478,25233.411,85.792,2808.8535,4.638,0.0,0.0,2808.8535,4.638,24863.999551,-198.346908,14036.5,-607.2,10827.499551,408.853092,0.0,0.0,3255.551949,936.2845,1872.569,0.000711,25233.411,0.0,25233.411,3,3,28838.184,54071.595,2643713.477919,0,2,17,0,6,4,2,50.000,10.37,1.922,8.36,5.00,3.00,0
286,2035.35,126087.0,27905.3815,-214.17,25333.357,99.946,2808.8535,0.0,0.0,0.0,2808.8535,0.0,24634.654445,-229.345106,12608.7,-1427.8,12025.954445,1198.454894,0.0,0.0,3270.727055,936.2845,1872.569,0.000711,25333.357,0.0,25333.357,4,4,28952.408,54285.765,2648236.439033,0,0,15,0,6,0,6,66.667,10.37,2.735,17.19,10.00,6.00,0
