step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
745,2122.99,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,18.02,10.00,7.00,0
746,2121.60,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,6.54,3.00,2.00,0
747,2118.67,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,13.80,8.00,5.00,0
748,2122.44,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,17.77,10.00,7.00,0
749,2119.77,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,12.55,7.00,5.00,0
750,2116.87,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,13.70,8.00,5.00,0
751,2117.38,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,2.43,1.00,0.00,0
752,2116.13,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,5.90,3.00,2.00,0
753,2118.60,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,11.67,7.00,4.00,0
754,2118.85,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002657,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,1.16,0.00,0.00,0
755,2116.28,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,12.13,7.00,4.00,0
756,2118.44,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,10.21,6.00,4.00,0
757,2116.30,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,10.08,6.00,4.00,0
758,2113.42,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,13.65,8.00,5.00,0
759,2117.42,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,18.93,11.00,7.00,0
760,2118.66,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,5.86,3.00,2.00,0
761,2120.71,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,9.69,5.00,3.00,0
762,2116.68,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,19.03,11.00,7.00,0
763,2116.17,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,2.40,1.00,0.00,0
764,2118.46,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,10.84,6.00,4.00,0
765,2117.60,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,4.08,2.00,1.00,0
766,2118.86,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002707,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,5.96,3.00,2.00,0
767,2121.59,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,12.88,7.00,5.00,0
768,2121.85,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,1.21,0.00,0.00,0
769,2123.06,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,5.71,3.00,2.00,0
770,2119.47,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,16.92,10.00,6.00,0
771,2122.67,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,15.12,9.00,6.00,0
772,2122.81,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,0.63,0.00,0.00,0
773,2124.84,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,9.57,5.00,3.00,0
774,2125.10,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,1.26,0.00,0.00,0
775,2123.50,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,7.54,4.00,3.00,0
776,2126.84,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,15.74,9.00,6.00,0
777,2128.16,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,6.22,3.00,2.00,0
778,2130.77,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002757,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,12.25,7.00,4.00,0
779,2132.09,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,6.20,3.00,2.00,0
780,2128.76,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,15.63,9.00,6.00,0
781,2125.89,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,13.47,8.00,5.00,0
782,2124.69,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,5.68,3.00,2.00,0
783,2128.18,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,16.42,9.00,6.00,0
784,2126.49,112669.0,21665.908,0.0,28110.929,0.0,3096.387,0.0,0.0,0.0,3096.387,0.0,18051.510085,0.0,11266.9,0.0,6784.610085,0.0,0.0,0.0,3614.397915,1032.129,2064.258,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,0,15,0,6,0,6,0.000,10.85,0.000,7.93,4.00,3.00,0
785,2123.38,113575.0,21665.2285,-0.6795,28110.929,0.0,3097.0665,0.6795,0.0,0.0,3097.0665,0.6795,18050.830585,-0.6795,11357.5,90.6,6693.330585,-91.2795,0.0,0.0,3614.397915,1032.3555,2064.711,0.002807,28110.929,0.0,28110.929,0,0,32126.776,60237.705,2976740.164457,0,1,15,0,6,2,4,0.000,10.86,249.717,14.62,8.00,5.00,0
786,2125.22,113122.0,21658.4335,-6.795,28114.1,3.171,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18043.642906,-7.187679,11312.2,-45.3,6731.442906,38.112321,0.0,0.0,3614.790594,1032.3555,2064.711,0.002807,28114.1,0.0,28114.1,1,1,32130.4,60244.5,2977391.736358,0,0,15,0,6,0,6,16.667,10.86,0.000,8.67,5.00,3.00,0
787,2122.12,112669.0,21651.6385,-6.795,28117.271,3.171,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,-7.062667,11266.9,-45.3,6769.680239,38.237333,0.0,0.0,3615.058261,1032.3555,2064.711,0.002807,28117.271,0.0,28117.271,1,1,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,16.667,10.86,0.000,14.56,8.00,5.00,0
788,2125.28,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002807,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,14.88,8.00,5.00,0
789,2121.51,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002807,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,17.77,10.00,7.00,0
790,2118.86,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002807,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,12.47,7.00,4.00,0
791,2119.30,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,2.06,1.00,0.00,0
792,2120.77,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,6.94,4.00,2.00,0
793,2124.43,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,17.25,10.00,6.00,0
794,2122.60,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,8.60,5.00,3.00,0
795,2126.41,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,17.96,10.00,7.00,0
796,2127.13,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,3.38,2.00,1.00,0
797,2123.22,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,18.39,11.00,7.00,0
798,2119.03,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,19.73,11.00,7.00,0
799,2120.97,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,9.16,5.00,3.00,0
800,2120.05,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,4.33,2.00,1.00,0
801,2118.65,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,6.60,3.00,2.00,0
802,2117.89,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002857,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,3.58,2.00,1.00,0
803,2121.23,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002907,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,15.79,9.00,6.00,0
804,2123.55,112669.0,21651.6385,0.0,28117.271,0.0,3097.0665,0.0,0.0,0.0,3097.0665,0.0,18036.580239,0.0,11266.9,0.0,6769.680239,0.0,0.0,0.0,3615.058261,1032.3555,2064.711,0.002907,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,0,15,0,6,0,6,0.000,10.86,0.000,10.92,6.00,4.00,0
805,2127.51,113151.0,21651.277,-0.3615,28117.271,0.0,3097.428,0.3615,0.0,0.0,3097.428,0.3615,18036.218739,-0.3615,11315.1,48.2,6721.118739,-48.5615,0.0,0.0,3615.058261,1032.476,2064.952,0.002907,28117.271,0.0,28117.271,0,0,32134.024,60251.295,2978316.862481,0,1,15,0,6,2,4,0.000,10.86,468.506,18.65,11.00,7.00,0
806,2124.83,112910.0,21647.662,-3.615,28118.958,1.687,3097.428,0.0,0.0,0.0,3097.428,0.0,18032.299631,-3.919108,11291.0,-24.1,6741.299631,20.180892,0.0,0.0,3615.362369,1032.476,2064.952,0.002907,28118.958,0.0,28118.958,1,1,32135.952,60254.91,2978964.274274,0,0,15,0,6,0,6,16.667,10.86,467.506,12.62,7.00,5.00,0
807,2128.08,112669.0,21644.047,-3.615,28120.645,1.687,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,-3.680016,11266.9,-24.1,6761.719615,20.419984,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,1,1,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,16.667,10.86,0.000,15.34,9.00,6.00,0
808,2126.71,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,6.44,3.00,2.00,0
809,2126.75,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,0.19,0.00,0.00,0
810,2127.91,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,5.46,3.00,2.00,0
811,2124.70,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,15.10,9.00,6.00,0
812,2120.74,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,18.67,11.00,7.00,0
813,2116.56,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,19.69,11.00,7.00,0
814,2119.21,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002907,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,12.50,7.00,5.00,0
815,2118.92,112669.0,21644.047,0.0,28120.645,0.0,3097.428,0.0,0.0,0.0,3097.428,0.0,18028.619615,0.0,11266.9,0.0,6761.719615,0.0,0.0,0.0,3615.427385,1032.476,2064.952,0.002957,28120.645,0.0,28120.645,0,0,32137.88,60258.525,2980166.116386,0,0,15,0,6,0,6,0.000,10.86,0.000,1.36,0.00,0.00,0
