step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
243,2022.17,72667.0,41777.695,-136.815,20170.409,63.847,0.0,0.0,0.0,0.0,3076.341,4.665,37695.928279,-143.264339,7266.7,-1406.9,30576.42386,1250.745215,0.0,0.0,1005.425721,1025.447,2050.894,0.000804,20170.409,0.0,20170.409,2,2,23051.896,43222.305,1345622.170995,0,1,10,0,6,2,4,33.333,10.02,0.577,5.16,3.00,2.00,0
244,2021.95,72667.0,41777.695,0.0,20170.409,0.0,0.0,0.0,0.0,0.0,3079.6365,3.2955,37698.117578,2.189299,7266.7,0.0,30575.180801,-1.243059,0.0,0.0,999.940922,1026.5455,2053.091,0.000804,20170.409,0.0,20170.409,0,0,23051.896,43222.305,1345622.170995,0,1,10,0,6,2,4,0.000,10.01,0.577,1.06,0.00,0.00,0
245,2024.87,44853.0,41360.485,-417.21,20365.107,194.698,0.0,0.0,0.0,0.0,3079.6365,0.0,37263.454953,-434.662625,4485.3,-2781.4,32911.444441,2336.26364,0.0,0.0,1017.393547,1026.5455,2053.091,0.000804,20365.107,0.0,20365.107,3,3,23274.408,43639.515,1351809.158107,0,0,7,0,6,0,6,50.000,10.01,1.456,14.44,8.00,5.00,0
246,2027.77,54003.0,41360.485,0.0,20365.107,0.0,0.0,0.0,0.0,0.0,3086.499,6.8625,37256.592453,-6.8625,5400.3,915.0,32001.693246,-909.751195,0.0,0.0,1017.393547,1028.833,2057.666,0.000804,20365.107,0.0,20365.107,0,0,23274.408,43639.515,1351809.158107,0,2,11,0,6,4,2,0.000,10.02,1.365,14.31,8.00,5.00,0
247,2029.23,68359.0,41261.635,-98.85,20411.237,46.13,0.0,0.0,0.0,0.0,3106.644,20.145,37141.375491,-115.216962,6835.9,1435.6,30453.178577,-1548.514669,0.0,0.0,1013.615509,1035.548,2071.096,0.000804,20411.237,0.0,20411.237,2,2,23327.128,43738.365,1355851.574712,0,3,11,0,6,6,0,33.333,10.02,1.559,7.19,4.00,2.00,0
248,2031.50,62491.0,41130.115,-131.52,20472.613,61.376,0.0,0.0,0.0,0.0,3113.934,7.29,36998.386348,-142.989143,6249.1,-586.8,30918.033025,464.854448,0.0,0.0,1017.794652,1037.978,2075.956,0.000804,20472.613,0.0,20472.613,1,1,23397.272,43869.885,1357096.802001,0,2,11,0,6,4,2,16.667,10.02,2.221,11.19,6.00,4.00,0
249,2030.16,66454.0,41066.26,-63.855,20502.412,29.799,0.0,0.0,0.0,0.0,3122.7975,8.8635,36933.98553,-64.400818,6645.4,396.3,30433.32794,-484.705085,0.0,0.0,1009.47697,1040.9325,2081.865,0.000804,20502.412,0.0,20502.412,1,1,23431.328,43933.74,1360513.882566,0,2,11,0,6,4,2,16.667,10.00,1.827,6.57,3.00,2.00,0
250,2028.22,53789.0,40847.515,-218.745,20604.493,102.081,0.0,0.0,0.0,0.0,3124.236,1.4385,36704.671366,-229.314164,5378.9,-1266.5,31460.879361,1027.551421,0.0,0.0,1018.607634,1041.412,2082.824,0.000804,20604.493,0.0,20604.493,2,2,23547.992,44152.485,1363747.607611,0,1,9,0,6,2,4,33.333,9.99,1.198,9.57,5.00,3.00,0
251,2025.99,56966.0,40795.42,-52.095,20628.804,24.311,0.0,0.0,0.0,0.0,3135.876,11.64,36652.724787,-51.946579,5696.6,317.7,31073.962626,-386.916735,0.0,0.0,1006.819213,1045.292,2090.584,0.000812,20628.804,0.0,20628.804,1,1,23575.776,44204.58,1365728.130587,0,2,10,0,6,4,2,16.667,9.98,1.050,10.99,6.00,4.00,0
252,2026.04,53641.0,40745.545,-49.875,20652.079,23.275,0.0,0.0,0.0,0.0,3147.8505,11.9745,36601.807353,-50.917434,5364.1,-332.5,31344.64788,270.685254,0.0,0.0,995.887147,1049.2835,2098.567,0.000812,20652.079,0.0,20652.079,1,1,23602.376,44254.455,1368601.242325,0,2,11,0,6,4,2,16.667,9.95,1.192,0.23,0.00,0.00,0
253,2022.86,55524.0,40428.76,-316.785,20799.912,147.833,0.0,0.0,0.0,0.0,3165.102,17.2515,36248.703377,-353.103976,5552.4,188.3,30814.812196,-529.835684,0.0,0.0,1014.954623,1055.034,2110.068,0.000812,20799.912,0.0,20799.912,3,3,23771.328,44571.24,1374212.708735,0,2,9,0,6,4,2,50.000,9.92,0.544,15.68,9.00,6.00,0
254,2020.53,54727.0,40301.395,-127.365,20859.349,59.437,0.0,0.0,0.0,0.0,3174.066,8.964,36111.730329,-136.973048,5472.7,-79.7,30776.939006,-37.87319,0.0,0.0,1015.598671,1058.022,2116.044,0.000812,20859.349,0.0,20859.349,1,1,23839.256,44698.605,1377800.058013,0,2,11,0,6,4,2,16.667,9.94,0.374,11.51,6.00,4.00,0
255,2022.57,50880.0,40243.69,-57.705,20886.278,26.929,0.0,0.0,0.0,0.0,3176.5965,2.5305,36049.314813,-62.415516,5088.0,-384.7,31076.403833,299.464827,0.0,0.0,1017.778687,1058.8655,2117.731,0.000812,20886.278,0.0,20886.278,1,1,23870.032,44756.31,1378981.774153,0,1,10,0,6,2,4,16.667,9.96,0.415,10.09,6.00,4.00,0
256,2019.04,35970.0,40020.04,-223.65,20990.648,104.37,0.0,0.0,0.0,0.0,3176.5965,0.0,35817.325923,-231.98889,3597.0,-1491.0,32380.323762,1303.919929,0.0,0.0,1026.117577,1058.8655,2117.731,0.000812,20990.648,0.0,20990.648,6,6,23989.312,44979.96,1394531.263019,0,0,4,0,6,0,6,100.000,9.96,0.000,17.46,10.00,6.00,0
257,2022.52,35970.0,40020.04,0.0,20990.648,0.0,0.0,0.0,0.0,0.0,3182.4405,5.844,35825.58899,8.263067,3597.0,0.0,32312.7674,-67.556362,0.0,0.0,1012.01051,1060.8135,2121.627,0.000812,20990.648,0.0,20990.648,0,0,23989.312,44979.96,1394531.263019,0,1,4,0,6,2,4,0.000,9.95,0.000,17.23,10.00,6.00,0
258,2024.24,47678.0,39901.36,-118.68,21046.032,55.384,0.0,0.0,0.0,0.0,3198.102,15.6615,35687.590301,-137.998689,4767.8,1170.8,30977.087404,-1335.679996,0.0,0.0,1015.667699,1066.034,2132.068,0.000812,21046.032,0.0,21046.032,1,1,24052.608,45098.64,1395520.910645,0,3,6,0,6,6,0,16.667,9.94,0.259,8.52,5.00,3.00,0
259,2021.15,37868.0,39754.21,-147.15,21114.702,68.67,0.0,0.0,0.0,0.0,3198.102,0.0,35525.42514,-162.165161,3786.8,-981.0,31853.795215,876.707811,0.0,0.0,1030.68286,1066.034,2132.068,0.000812,21114.702,0.0,21114.702,2,2,24131.088,45245.79,1399366.780334,0,0,4,0,6,0,6,33.333,9.94,0.000,15.31,9.00,6.00,0
260,2017.83,47482.0,39754.21,0.0,21114.702,0.0,0.0,0.0,0.0,0.0,3205.3125,7.2105,35518.21464,-7.2105,4748.2,961.4,30947.115545,-906.67967,0.0,0.0,1030.68286,1068.4375,2136.875,0.000812,21114.702,0.0,21114.702,0,0,24131.088,45245.79,1399366.780334,0,2,7,0,6,4,2,0.000,9.94,0.113,16.40,9.00,6.00,0
261,2021.38,42044.0,39672.64,-81.57,21152.768,38.066,0.0,0.0,0.0,0.0,3208.53,3.2175,35429.641042,-88.573598,4204.4,-543.8,31339.805978,392.690433,0.0,0.0,1034.468958,1069.51,2139.02,0.000812,21152.768,0.0,21152.768,2,2,24174.592,45327.36,1404030.21019,0,1,5,0,6,2,4,33.333,9.94,0.129,17.60,10.00,7.00,0
262,2022.35,36700.0,39672.64,0.0,21152.768,0.0,0.0,0.0,0.0,0.0,3217.2135,8.6835,35441.387132,11.74609,3670.0,-534.4,31849.976136,510.170158,0.0,0.0,1014.039368,1072.4045,2144.809,0.000812,21152.768,0.0,21152.768,0,0,24174.592,45327.36,1404030.21019,0,2,6,0,6,4,2,0.000,9.95,0.062,4.81,2.00,1.00,0
263,2024.35,29965.0,39453.475,-219.165,21255.045,102.277,0.0,0.0,0.0,0.0,3223.1205,5.907,35212.677343,-228.709789,2996.5,-673.5,32266.431582,416.455446,0.0,0.0,1017.677157,1074.3735,2148.747,0.000862,21255.045,0.0,21255.045,2,2,24291.48,45546.525,1408794.30989,0,1,5,0,6,2,4,33.333,9.95,0.254,9.88,5.00,3.00,0
264,2024.19,38961.0,39453.475,0.0,21255.045,0.0,0.0,0.0,0.0,0.0,3230.4945,7.374,35206.168996,-6.508347,3896.1,899.6,31360.855119,-905.576463,0.0,0.0,1016.811504,1076.8315,2153.663,0.000862,21255.045,0.0,21255.045,0,0,24291.48,45546.525,1408794.30989,0,3,9,0,6,6,0,0.000,9.95,0.372,0.79,0.00,0.00,0
265,2026.24,32113.0,39326.935,-126.54,21314.097,59.052,0.0,0.0,0.0,0.0,3242.3295,11.835,35066.146965,-140.022031,3211.3,-684.8,31889.266923,528.411804,0.0,0.0,1018.458535,1080.7765,2161.553,0.000862,21314.097,0.0,21314.097,3,3,24358.968,45673.065,1412484.399642,0,3,7,0,6,6,0,50.000,9.96,0.548,10.14,6.00,4.00,0
266,2023.33,23895.0,39109.255,-217.68,21415.681,101.584,0.0,0.0,0.0,0.0,3247.05,4.7205,34837.005571,-229.141394,2389.5,-821.8,32502.088133,612.82121,0.0,0.0,1025.199429,1082.35,2164.7,0.000862,21415.681,0.0,21415.681,3,3,24475.064,45890.745,1421435.77248,0,1,5,0,6,2,4,50.000,9.95,0.000,14.36,8.00,5.00,0
267,2027.07,23199.0,38952.715,-156.54,21488.733,73.052,0.0,0.0,0.0,0.0,3254.355,7.305,34665.161857,-171.843714,2319.9,-69.6,32363.850625,-138.237508,0.0,0.0,1033.198143,1084.785,2169.57,0.000862,21488.733,0.0,21488.733,4,4,24558.552,46047.285,1427657.431133,0,1,3,0,6,2,4,66.667,9.93,0.266,18.45,11.00,7.00,0
268,2023.77,27483.0,38879.665,-73.05,21522.823,34.09,0.0,0.0,0.0,0.0,3261.2205,6.8655,34577.333086,-87.828771,2748.3,428.4,31877.374473,-486.476152,0.0,0.0,1041.111414,1087.0735,2174.147,0.000862,21522.823,0.0,21522.823,1,1,24597.512,46120.335,1428586.20867,0,2,6,0,6,4,2,16.667,9.96,0.200,16.25,9.00,6.00,0
269,2027.35,32068.0,38527.48,-352.185,21687.176,164.353,0.0,0.0,0.0,0.0,3282.2685,21.048,34195.348462,-381.984624,3206.8,458.5,31013.364853,-864.00962,0.0,0.0,1049.863038,1094.0895,2188.179,0.000862,21687.176,0.0,21687.176,3,3,24785.344,46472.52,1434432.376527,0,1,4,0,6,2,4,50.000,9.94,1.383,17.66,10.00,7.00,0
270,2030.50,23955.0,38325.595,-201.885,21781.389,94.213,0.0,0.0,0.0,0.0,3288.66,6.3915,33988.160817,-207.187645,2395.5,-811.3,31624.444268,611.079415,0.0,0.0,1048.774183,1096.22,2192.44,0.000862,21781.389,0.0,21781.389,1,1,24893.016,46674.405,1437326.849575,0,2,6,0,6,4,2,16.667,9.95,7.962,15.57,9.00,6.00,0
271,2033.99,39887.0,38325.595,0.0,21781.389,0.0,0.0,0.0,0.0,0.0,3304.6185,15.9585,33967.609979,-20.550838,3988.7,1593.2,30047.297834,-1577.146434,0.0,0.0,1053.366521,1101.5395,2203.079,0.000862,21781.389,0.0,21781.389,0,0,24893.016,46674.405,1437326.849575,0,3,10,0,6,6,0,0.000,9.96,2.749,17.18,10.00,6.00,0
272,2032.38,36987.0,38180.455,-145.14,21849.121,67.732,0.0,0.0,0.0,0.0,3309.7005,5.082,33813.735986,-153.873993,3698.7,-290.0,30172.283743,124.985909,0.0,0.0,1057.018514,1103.2335,2206.467,0.000862,21849.121,0.0,21849.121,3,3,24970.424,46819.545,1443721.896935,0,2,8,0,6,4,2,50.000,9.95,1.637,7.92,4.00,3.00,0
273,2029.42,37328.0,38081.95,-98.505,21895.09,45.969,0.0,0.0,0.0,0.0,3321.771,12.0705,33706.653486,-107.0825,3732.8,34.1,30014.532134,-157.751609,0.0,0.0,1053.525514,1107.257,2214.514,0.000862,21895.09,0.0,21895.09,2,2,25022.96,46918.05,1447941.034387,0,2,8,0,6,4,2,33.333,9.93,1.135,14.55,8.00,5.00,0
274,2032.00,32748.0,37982.47,-99.48,21941.514,46.424,0.0,0.0,0.0,0.0,3330.5415,8.7705,33589.886152,-116.767334,3274.8,-458.0,30367.341889,352.809755,0.0,0.0,1062.042348,1110.1805,2220.361,0.000862,21941.514,0.0,21941.514,2,2,25076.016,47017.53,1453480.744947,0,3,8,0,6,6,0,33.333,9.89,1.758,12.71,7.00,5.00,0
275,2034.73,33637.0,37747.525,-234.945,22051.155,109.641,0.0,0.0,0.0,0.0,3344.4825,13.941,33333.848043,-256.038109,3363.7,88.9,30041.672534,-325.669355,0.0,0.0,1069.194457,1114.8275,2229.655,0.00088,22051.155,0.0,22051.155,4,4,25201.32,47252.475,1459170.038914,0,3,6,0,6,6,0,66.667,9.93,6.495,13.44,8.00,5.00,0
276,2032.05,47656.0,37683.07,-64.455,22081.234,30.079,0.0,0.0,0.0,0.0,3358.2195,13.737,33249.980879,-83.867164,4765.6,1401.9,28528.916391,-1512.756143,0.0,0.0,1074.869621,1119.4065,2238.813,0.00088,22081.234,0.0,22081.234,1,1,25235.696,47316.93,1461769.179512,0,3,10,0,6,6,0,16.667,9.92,2.492,13.21,7.00,5.00,0
277,2035.37,34010.0,37478.38,-204.69,22176.756,95.522,0.0,0.0,0.0,0.0,3358.2195,0.0,33028.941996,-221.038883,3401.0,-1364.6,29722.157789,1193.241398,0.0,0.0,1091.218504,1119.4065,2238.813,0.00088,22176.756,0.0,22176.756,3,3,25344.864,47521.62,1466333.923811,0,0,7,0,6,0,6,50.000,9.92,0.000,16.33,9.00,6.00,0
278,2031.56,26004.0,37237.39,-240.99,22289.218,112.462,0.0,0.0,0.0,0.0,3367.0425,8.823,32783.826672,-245.115324,2600.4,-800.6,30209.153455,486.995666,0.0,0.0,1086.520828,1122.3475,2244.695,0.00088,22289.218,0.0,22289.218,4,4,25473.392,47762.61,1472846.518156,0,2,4,0,6,4,2,66.667,9.96,5.453,18.70,11.00,7.00,0
279,2032.84,30585.0,37225.075,-12.315,22294.965,5.747,0.0,0.0,0.0,0.0,3375.9075,8.865,32760.108644,-23.718028,3058.5,458.1,29741.190504,-467.962951,0.0,0.0,1089.058856,1125.3025,2250.605,0.00088,22294.965,0.0,22294.965,1,1,25479.96,47774.925,1476223.95679,0,2,6,0,6,4,2,16.667,9.98,4.175,6.30,3.00,2.00,0
280,2036.12,34887.0,37136.425,-88.65,22336.335,41.37,0.0,0.0,0.0,0.0,3383.5665,7.659,32654.265267,-105.843377,3488.7,430.2,29245.018221,-496.172283,0.0,0.0,1098.593233,1127.8555,2255.711,0.00088,22336.335,0.0,22336.335,2,2,25527.24,47863.575,1479418.186887,0,2,7,0,6,4,2,33.333,9.99,5.833,16.13,9.00,6.00,0
281,2035.00,34496.0,36993.61,-142.815,22402.982,66.647,0.0,0.0,0.0,0.0,3392.4345,8.868,32501.198353,-153.066914,3449.6,-39.1,29118.796497,-126.221724,0.0,0.0,1099.977147,1130.8115,2261.623,0.00088,22402.982,0.0,22402.982,2,2,25603.408,48006.39,1481617.178402,0,2,6,0,6,4,2,33.333,10.03,2.567,5.51,3.00,2.00,0
282,2035.08,27815.0,36938.305,-55.305,22428.791,25.809,0.0,0.0,0.0,0.0,3400.506,8.0715,32439.997069,-61.201284,2781.5,-668.1,29724.134703,605.338206,0.0,0.0,1097.801931,1133.502,2267.004,0.00088,22428.791,0.0,22428.791,1,1,25632.904,48061.695,1484150.243923,0,2,6,0,6,4,2,16.667,10.05,5.199,0.40,0.00,0.00,0
283,2035.66,36707.0,36880.045,-58.26,22455.979,27.188,0.0,0.0,0.0,0.0,3410.088,9.582,32371.03701,-68.960059,3670.7,889.2,28772.535228,-951.599475,0.0,0.0,1098.91999,1136.696,2273.392,0.00088,22455.979,0.0,22455.979,2,2,25663.976,48119.955,1487518.341284,0,2,8,0,6,4,2,33.333,10.05,4.251,2.88,1.00,1.00,0
284,2033.56,30319.0,36784.225,-95.82,22500.695,44.716,0.0,0.0,0.0,0.0,3410.541,0.453,32268.804926,-102.232084,3031.9,-638.8,29291.449398,518.91417,0.0,0.0,1104.879074,1136.847,2273.694,0.00088,22500.695,0.0,22500.695,2,2,25715.08,48215.775,1492065.50412,0,1,6,0,6,2,4,33.333,10.07,3.337,10.36,6.00,4.00,0
285,2031.86,46245.0,36759.385,-24.84,22512.287,11.592,0.0,0.0,0.0,0.0,3430.6605,20.1195,32228.925909,-39.879017,4624.5,1592.6,27640.188117,-1651.261281,0.0,0.0,1099.798591,1143.5535,2287.107,0.00088,22512.287,0.0,22512.287,1,1,25728.328,48240.615,1494600.456543,0,3,8,0,6,6,0,16.667,10.04,1.930,8.36,5.00,3.00,0
286,2035.35,45443.0,36580.375,-179.01,22595.825,83.538,0.0,0.0,0.0,0.0,3439.0095,8.349,32025.09191,-203.833999,4544.3,-80.2,27558.316923,-81.871194,0.0,0.0,1116.27359,1146.3365,2292.673,0.00088,22595.825,0.0,22595.825,3,3,25823.8,48419.625,1502006.255947,0,2,7,0,6,4,2,50.000,10.06,3.827,17.19,10.00,6.00,0
287,2033.46,50044.0,36561.01,-19.365,22604.862,9.037,0.0,0.0,0.0,0.0,3445.365,6.3555,31999.37141,-25.7205,5004.4,460.1,27047.782488,-510.534435,0.0,0.0,1116.27359,1148.455,2296.91,0.00093,22604.862,0.0,22604.862,1,1,25834.128,48438.99,1504648.548388,0,1,7,0,6,2,4,16.667,10.06,3.049,9.26,5.00,3.00,0
288,2035.23,47525.0,36497.455,-63.555,22634.521,29.659,0.0,0.0,0.0,0.0,3453.4785,8.1135,31926.744632,-72.626778,4752.5,-251.9,27250.100595,202.318107,0.0,0.0,1117.231868,1151.1595,2302.319,0.00093,22634.521,0.0,22634.521,1,1,25868.024,48502.545,1505505.689441,0,2,8,0,6,4,2,16.667,10.09,4.291,8.70,5.00,3.00,0
289,2031.97,38924.0,36201.13,-296.325,22772.806,138.285,0.0,0.0,0.0,0.0,3466.7115,13.233,31610.549705,-316.194927,3892.4,-860.1,27753.163635,503.06304,0.0,0.0,1123.868795,1155.5705,2311.141,0.00093,22772.806,0.0,22772.806,2,2,26026.064,48798.87,1508371.318374,0,2,8,0,6,4,2,33.333,10.08,1.674,16.02,9.00,6.00,0
290,2035.72,30937.0,35982.745,-218.385,22874.719,101.913,0.0,0.0,0.0,0.0,3471.6405,4.929,31369.933378,-240.616327,3093.7,-798.7,28346.699461,593.535826,0.0,0.0,1141.171122,1157.2135,2314.427,0.00093,22874.719,0.0,22874.719,4,4,26142.536,49017.255,1517377.696457,0,1,6,0,6,2,4,66.667,10.07,8.415,18.44,11.00,7.00,0
291,2035.16,27651.0,35933.455,-49.29,22897.721,23.002,0.0,0.0,0.0,0.0,3471.6405,0.0,31319.732795,-50.200583,2765.1,-328.6,28619.23815,272.538689,0.0,0.0,1142.081705,1157.2135,2314.427,0.00093,22897.721,0.0,22897.721,1,1,26168.824,49066.545,1518142.662793,0,0,5,0,6,0,6,16.667,10.07,7.415,2.77,1.00,1.00,0
292,2034.30,34137.0,35933.455,0.0,22897.721,0.0,0.0,0.0,0.0,0.0,3476.505,4.8645,31314.868295,-4.8645,3413.7,648.6,27956.865254,-662.372896,0.0,0.0,1142.081705,1158.835,2317.67,0.00093,22897.721,0.0,22897.721,0,0,26168.824,49066.545,1518142.662793,0,1,6,0,6,2,4,0.000,10.06,4.229,4.21,2.00,1.00,0
293,2038.36,34270.0,35908.09,-25.365,22909.558,11.837,0.0,0.0,0.0,0.0,3485.13,8.625,31270.150567,-44.717728,3427.0,13.3,27951.744426,-5.120828,0.0,0.0,1152.809433,1161.71,2323.42,0.00093,22909.558,0.0,22909.558,1,1,26182.352,49091.91,1521381.676953,0,2,6,0,6,4,2,16.667,10.04,4.960,19.95,11.00,7.00,0
294,2042.42,28520.0,35821.84,-86.25,22949.808,40.25,0.0,0.0,0.0,0.0,3485.13,0.0,31172.428171,-97.722396,2852.0,-575.0,28486.141784,534.397358,0.0,0.0,1164.281829,1161.71,2323.42,0.00093,22949.808,0.0,22949.808,1,1,26228.352,49178.16,1524022.621282,0,0,5,0,6,0,6,16.667,10.04,0.000,19.95,11.00,7.00,0
295,2041.24,48842.0,35821.84,0.0,22949.808,0.0,0.0,0.0,0.0,0.0,3500.3715,15.2415,31157.186671,-15.2415,4884.2,2032.2,26422.036707,-2064.105077,0.0,0.0,1164.281829,1166.7905,2333.581,0.00093,22949.808,0.0,22949.808,0,0,26228.352,49178.16,1524022.621282,0,3,9,0,6,6,0,0.000,10.06,3.807,5.81,3.00,2.00,0
296,2041.51,43815.0,35669.425,-152.415,23020.935,71.127,0.0,0.0,0.0,0.0,3504.222,3.8505,30999.584443,-157.602228,4381.5,-502.7,26772.242762,350.206055,0.0,0.0,1165.618557,1168.074,2336.148,0.00093,23020.935,0.0,23020.935,2,2,26309.64,49330.575,1527885.781674,0,1,9,0,6,2,4,33.333,10.05,16.069,1.32,0.00,0.00,0
297,2042.39,41248.0,35630.92,-38.505,23038.904,17.969,0.0,0.0,0.0,0.0,3504.222,0.0,30959.965203,-39.61924,4124.8,-256.7,27007.294673,235.051911,0.0,0.0,1166.732797,1168.074,2336.148,0.00093,23038.904,0.0,23038.904,1,1,26330.176,49369.08,1530407.439609,0,0,8,0,6,0,6,16.667,10.05,0.000,4.34,2.00,1.00,0
298,2045.03,46928.0,35630.92,0.0,23038.904,0.0,0.0,0.0,0.0,0.0,3514.3305,10.1085,30957.103433,-2.86177,4692.8,568.0,26482.709532,-524.585141,0.0,0.0,1159.486067,1171.4435,2342.887,0.00093,23038.904,0.0,23038.904,0,0,26330.176,49369.08,1530407.439609,0,2,11,0,6,4,2,0.000,10.05,15.524,12.92,7.00,5.00,0
299,2048.51,44088.0,35588.32,-42.6,23058.784,19.88,0.0,0.0,0.0,0.0,3514.3305,0.0,30909.671159,-47.432274,4408.8,-284.0,26794.664835,311.955303,0.0,0.0,1164.318341,1171.4435,2342.887,0.00098,23058.784,0.0,23058.784,1,1,26352.896,49411.68,1531215.728388,0,0,10,0,6,0,6,16.667,10.05,0.000,17.02,10.00,6.00,0
300,2044.74,38908.0,35479.63,-108.69,23109.506,50.722,0.0,0.0,0.0,0.0,3522.5175,8.187,30791.81498,-117.856179,3890.8,-518.0,27113.944091,319.279256,0.0,0.0,1165.29752,1174.1725,2348.345,0.00098,23109.506,0.0,23109.506,1,1,26410.864,49520.37,1534337.604876,0,2,9,0,6,4,2,16.667,10.03,36.665,18.44,11.00,7.00,0
301,2047.75,39609.0,35464.135,-15.495,23116.737,7.231,0.0,0.0,0.0,0.0,3528.1845,5.667,30782.901676,-8.913304,3960.9,70.1,27077.301642,-36.642449,0.0,0.0,1153.048824,1176.0615,2352.123,0.00098,23116.737,0.0,23116.737,1,1,26419.128,49535.865,1535626.126656,0,2,9,0,6,4,2,16.667,10.05,44.685,14.76,8.00,5.00,0
302,2044.25,37427.0,35431.405,-32.73,23132.011,15.274,0.0,0.0,0.0,0.0,3531.1695,2.985,30750.802966,-32.09871,3742.7,-218.2,27194.483901,117.182259,0.0,0.0,1149.432534,1177.0565,2354.113,0.00098,23132.011,0.0,23132.011,1,1,26436.584,49568.595,1538709.354206,0,1,9,0,6,2,4,16.667,10.03,42.168,17.13,10.00,6.00,0
303,2046.27,41255.0,35431.405,0.0,23132.011,0.0,0.0,0.0,0.0,0.0,3535.6545,4.485,30749.610314,-1.192652,4125.5,382.8,26842.704411,-351.77949,0.0,0.0,1146.140186,1178.5515,2357.103,0.00098,23132.011,0.0,23132.011,0,0,26436.584,49568.595,1538709.354206,0,2,10,0,6,4,2,0.000,10.04,13.835,9.90,5.00,3.00,0
304,2050.32,40211.0,35367.535,-63.87,23161.817,29.806,0.0,0.0,0.0,0.0,3548.388,12.7335,30717.350032,-32.260282,4021.1,-104.4,26941.556742,98.852331,0.0,0.0,1101.796968,1182.796,2365.592,0.00098,23161.817,0.0,23161.817,1,1,26470.648,49632.465,1541962.073627,0,3,11,0,6,6,0,16.667,10.06,308.315,19.79,11.00,7.00,0
305,2051.70,47191.0,35365.585,-1.95,23162.727,0.91,0.0,0.0,0.0,0.0,3563.175,14.787,30715.852629,-1.497403,4719.1,698.0,26253.870111,-687.686631,0.0,0.0,1086.557371,1187.725,2375.45,0.00098,23162.727,0.0,23162.727,1,1,26471.688,49634.415,1543853.430592,0,2,11,0,6,4,2,16.667,10.07,12.275,6.73,4.00,2.00,0
306,2047.67,33196.0,35155.66,-209.925,23260.692,97.965,0.0,0.0,0.0,0.0,3565.8195,2.6445,30494.662464,-221.190165,3319.6,-1399.5,27361.543866,1107.673755,0.0,0.0,1095.178036,1188.6065,2377.213,0.00098,23260.692,0.0,23260.692,3,3,26583.648,49844.34,1551647.723297,0,1,8,0,6,2,4,50.000,10.06,8.338,19.65,11.00,7.00,0
307,2044.45,30641.0,35083.225,-72.435,23294.495,33.803,0.0,0.0,0.0,0.0,3567.525,1.7055,30416.984497,-77.677967,3064.1,-255.5,27501.581563,140.037697,0.0,0.0,1098.715503,1189.175,2378.35,0.00098,23294.495,0.0,23294.495,1,1,26622.28,49916.775,1554117.609562,0,1,8,0,6,2,4,16.667,10.05,5.530,15.72,9.00,6.00,0
308,2045.99,29824.0,35066.17,-17.055,23302.454,7.959,0.0,0.0,0.0,0.0,3570.2145,2.6895,30405.048138,-11.936359,2982.4,-81.7,27579.706216,78.124653,0.0,0.0,1090.907362,1190.0715,2380.143,0.00098,23302.454,0.0,23302.454,1,1,26631.376,49933.83,1557058.081419,0,2,10,0,6,4,2,16.667,10.04,7.028,7.55,4.00,3.00,0
309,2048.23,35778.0,35063.77,-2.4,23303.574,1.12,0.0,0.0,0.0,0.0,3576.558,6.3435,30398.110897,-6.937241,3577.8,595.4,27000.229514,-579.476702,0.0,0.0,1089.101103,1192.186,2384.372,0.00098,23303.574,0.0,23303.574,1,1,26632.656,49936.23,1558726.216531,0,2,11,0,6,4,2,16.667,10.04,4.411,10.94,6.00,4.00,0
310,2049.88,34167.0,35000.335,-63.435,23333.177,29.603,0.0,0.0,0.0,0.0,3579.2535,2.6955,30330.637027,-67.47387,3416.7,-161.1,27113.362846,113.133332,0.0,0.0,1090.444473,1193.0845,2386.169,0.00098,23333.177,0.0,23333.177,2,2,26666.488,49999.665,1561837.136538,0,1,9,0,6,2,4,33.333,10.04,8.254,8.06,4.00,3.00,0
311,2050.30,32858.0,34980.7,-19.635,23342.34,9.163,0.0,0.0,0.0,0.0,3584.0025,4.749,30321.929757,-8.70727,3285.8,-130.9,27225.427677,112.064831,0.0,0.0,1074.767743,1194.6675,2389.335,0.00103,23342.34,0.0,23342.34,1,1,26676.96,50019.3,1564338.146218,0,1,8,0,6,2,4,16.667,10.06,12.789,2.06,1.00,0.00,0
